transaction_id,timestamp,sender,recipient,type,amount,sender_tx_1h,sender_tx_24h,recipient_fanin_24h,device_activity_24h,device_unique_senders_24h,is_fraud,fraud_type,model_score,anomaly_score,priority_percentile,reason_codes
18110,2026-02-24 07:58:17+00:00,C13446,C4378,TRANSFER,61.75618678305221,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.7067973038973157,0.0,0.9966390899689762,HIGH_MODEL_RISK
16705,2026-02-19 20:12:49+00:00,C56,M2233,TRANSFER,296.63049584694625,0.0,0.0,0.0,0.0,0.0,1,account_takeover,0.6705758093027037,0.0,0.9963805584281282,HIGH_MODEL_RISK
17719,2026-02-22 23:16:07+00:00,C125,M1422,TRANSFER,62.112373385561,0.0,0.0,0.0,0.0,0.0,1,account_takeover,0.665164367172013,0.0,0.9961220268872802,HIGH_MODEL_RISK
18721,2026-02-26 03:41:18+00:00,C10119,C7938,CASH_OUT,1085.3671664856233,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.6621354539600306,0.0,0.9958634953464323,HIGH_MODEL_RISK
18398,2026-02-25 05:22:36+00:00,C5613,C6397,TRANSFER,318.82204877998015,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.6428350619271779,0.0,0.9956049638055843,HIGH_MODEL_RISK
18523,2026-02-25 13:55:17+00:00,C858,C3332,TRANSFER,258.6663858174048,0.0,0.0,2.0,0.0,0.0,0,legitimate,0.0007045977921371866,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18696,2026-02-26 01:54:04+00:00,C1818,M26,PAYMENT,194.78937597661758,0.0,2.0,0.0,0.0,0.0,0,legitimate,0.0013611130287617525,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18635,2026-02-25 21:18:18+00:00,C1818,M192,PAYMENT,187.30420293095534,0.0,2.0,1.0,0.0,0.0,0,legitimate,0.0015149519606360007,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18445,2026-02-25 08:40:05+00:00,C1390,C2736,CASH_IN,68.60554258559806,0.0,2.0,0.0,0.0,0.0,0,legitimate,0.0021634552318444307,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
16938,2026-02-20 13:42:16+00:00,C1818,C5091,CASH_OUT,54.90785160298182,0.0,2.0,0.0,0.0,0.0,0,legitimate,0.04361822011191247,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
16554,2026-02-19 08:46:32+00:00,C334,M221,PAYMENT,52.57056017660165,0.0,0.0,0.0,2.0,2.0,1,novel_shared_device_microburst,0.004635978755172407,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
19431,2026-02-28 08:06:58+00:00,C10330,C8230,CASH_OUT,52.11078725396071,0.0,2.0,0.0,0.0,0.0,0,legitimate,0.003920428654100831,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18331,2026-02-25 00:15:42+00:00,C6459,C8701,TRANSFER,49.09964717548006,0.0,2.0,0.0,0.0,0.0,0,legitimate,0.0017429081537224595,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18947,2026-02-26 20:27:04+00:00,C12407,C8466,TRANSFER,40.04266458202913,0.0,2.0,0.0,0.0,0.0,0,legitimate,0.0037388315755099875,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
19743,2026-03-01 06:12:32+00:00,C11182,M2291,PAYMENT,38.722476482822024,0.0,0.0,2.0,0.0,0.0,0,legitimate,0.0007670751593075223,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18219,2026-02-24 16:32:29+00:00,C10251,C4522,TRANSFER,38.27422639009092,0.0,2.0,0.0,0.0,0.0,0,legitimate,0.015299385577940638,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18884,2026-02-26 15:17:01+00:00,C7199,M1337,PAYMENT,31.094418556570897,0.0,2.0,0.0,0.0,0.0,0,legitimate,0.002138066355563639,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18580,2026-02-25 17:47:42+00:00,C3443,C984,TRANSFER,26.315585203036935,0.0,2.0,0.0,0.0,0.0,0,legitimate,0.0012770280719420458,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
19304,2026-02-27 23:30:40+00:00,C334,M202,PAYMENT,22.46835143322523,0.0,0.0,0.0,2.0,2.0,1,novel_shared_device_microburst,0.0010324279019156067,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
16670,2026-02-19 17:15:10+00:00,C332,M216,PAYMENT,22.21336063979616,0.0,0.0,0.0,2.0,2.0,1,novel_shared_device_microburst,0.0009150055816472594,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18741,2026-02-26 04:32:21+00:00,C352,M211,PAYMENT,19.03670403775406,0.0,0.0,0.0,2.0,2.0,1,novel_shared_device_microburst,0.0009652412183158801,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18607,2026-02-25 19:17:42+00:00,C346,M218,PAYMENT,16.6614433016722,0.0,0.0,0.0,2.0,2.0,1,novel_shared_device_microburst,0.001432234834519266,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
19775,2026-03-01 09:16:03+00:00,C10378,M2258,PAYMENT,16.35185161339045,0.0,0.0,2.0,0.0,0.0,0,legitimate,0.0006877842966547941,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
18866,2026-02-26 13:34:51+00:00,C10209,C2876,TRANSFER,12.696272764499403,0.0,2.0,0.0,0.0,0.0,0,legitimate,0.0024756068955006268,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
17191,2026-02-21 07:18:54+00:00,C343,M213,PAYMENT,12.501224119246379,0.0,0.0,0.0,2.0,2.0,1,novel_shared_device_microburst,0.0006869909216633862,1.5849625007211563,0.9954756980351603,BEHAVIOURAL_TAIL
16928,2026-02-20 13:25:21+00:00,C4977,C6944,TRANSFER,62.35091708316354,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.6162456314949653,0.0,0.9953464322647363,HIGH_MODEL_RISK
17911,2026-02-23 14:11:51+00:00,C49,M10,TRANSFER,801.2676945258049,0.0,0.0,0.0,0.0,0.0,1,account_takeover,0.6076745833614701,0.0,0.9950879007238883,HIGH_MODEL_RISK
17279,2026-02-21 14:15:55+00:00,C7042,C4294,CASH_OUT,787.2133456913416,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.5265878308576908,0.0,0.9948293691830403,HIGH_MODEL_RISK
16867,2026-02-20 09:08:44+00:00,C4235,C5172,CASH_OUT,143.90580278158686,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.47493567410970716,0.0,0.9945708376421923,HIGH_MODEL_RISK
17802,2026-02-23 05:50:43+00:00,C2228,C253,CASH_OUT,150.61329429451763,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.45479857493620096,0.0,0.9943123061013444,HIGH_MODEL_RISK
18705,2026-02-26 02:19:35+00:00,C12407,C5404,TRANSFER,57.67612708468043,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.45128842973010724,0.0,0.9940537745604964,HIGH_MODEL_RISK
17525,2026-02-22 09:09:52+00:00,C7500,C7828,CASH_OUT,995.6990434514461,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.44269255816648384,0.0,0.9937952430196484,HIGH_MODEL_RISK
19095,2026-02-27 08:02:25+00:00,C9731,C4740,CASH_OUT,200.4995598046509,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.40282327737185963,0.0,0.9935367114788004,HIGH_MODEL_RISK
19036,2026-02-27 03:14:22+00:00,C63,C49,CASH_OUT,607.7939533399618,0.0,0.0,0.0,0.0,0.0,1,mule_cashout,0.39447104857846527,0.0,0.9932781799379524,HIGH_MODEL_RISK
19409,2026-02-28 06:09:43+00:00,C761,C4580,TRANSFER,56.14978564714937,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.39041254195499925,0.0,0.9930196483971044,HIGH_MODEL_RISK
17616,2026-02-22 16:30:28+00:00,C124,M2254,TRANSFER,381.0306591222783,0.0,0.0,0.0,0.0,0.0,1,account_takeover,0.38091238510909736,0.0,0.9927611168562565,HIGH_MODEL_RISK
17302,2026-02-21 15:29:49+00:00,C534,C914,TRANSFER,57.43406244622163,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.37544273813922296,0.0,0.9925025853154085,HIGH_MODEL_RISK
18617,2026-02-25 20:18:15+00:00,C7032,C3578,CASH_OUT,558.2231081298515,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.3670521537551709,0.0,0.9922440537745605,HIGH_MODEL_RISK
19434,2026-02-28 08:20:43+00:00,C8777,C2678,TRANSFER,164.56380062284077,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.3573847645913805,0.0,0.9919855222337125,HIGH_MODEL_RISK
16229,2026-02-18 06:41:16+00:00,C6149,C5713,CASH_OUT,984.9496637217361,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.34580097718951647,0.0,0.9917269906928645,HIGH_MODEL_RISK
18931,2026-02-26 19:14:43+00:00,C13315,C1034,TRANSFER,268.9529426366732,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.3310271896373644,0.0,0.9914684591520165,HIGH_MODEL_RISK
17173,2026-02-21 06:05:17+00:00,C2175,C7946,CASH_OUT,175.94478051475176,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.3219284644814238,0.0,0.9912099276111686,HIGH_MODEL_RISK
19624,2026-02-28 22:00:26+00:00,C6949,C2989,TRANSFER,153.65169246448735,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.28206618600274086,0.0,0.9909513960703206,HIGH_MODEL_RISK
17717,2026-02-22 23:00:18+00:00,C13913,C3143,TRANSFER,100.1369258438917,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.27095859099851116,0.0,0.9906928645294726,HIGH_MODEL_RISK
17934,2026-02-23 16:48:51+00:00,C10444,C1061,CASH_OUT,203.45859573871027,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.2689624247668035,0.0,0.9904343329886246,HIGH_MODEL_RISK
17281,2026-02-21 14:24:33+00:00,C5992,C528,TRANSFER,267.37228286918264,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.2592383117863915,0.0,0.9901758014477766,HIGH_MODEL_RISK
18707,2026-02-26 02:32:49+00:00,C3536,C1964,CASH_OUT,253.27594828167392,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.25545985625020373,0.0,0.9899172699069286,RISK_RANK
17620,2026-02-22 16:50:47+00:00,C119,C25,CASH_OUT,7966.044885027074,0.0,0.0,0.0,0.0,0.0,1,mule_cashout,0.2294078260730319,0.0,0.9896587383660806,RISK_RANK
16719,2026-02-19 22:16:04+00:00,C8,C16,CASH_OUT,1010.8123930871376,0.0,0.0,0.0,0.0,0.0,1,mule_cashout,0.22325365900685107,0.0,0.9894002068252327,RISK_RANK
17134,2026-02-21 03:08:16+00:00,C1143,C8038,TRANSFER,715.4201925162748,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.22105668333612727,0.0,0.9891416752843847,RISK_RANK
19299,2026-02-27 22:56:09+00:00,C2507,C5074,TRANSFER,177.1807021769022,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.21827492497178333,0.0,0.9888831437435367,RISK_RANK
16871,2026-02-20 09:19:17+00:00,C589,C2639,CASH_OUT,200.88560516230567,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.21108642603807146,0.0,0.9886246122026887,RISK_RANK
16590,2026-02-19 11:57:29+00:00,C8065,C3255,TRANSFER,173.8423036923688,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.2095076847799863,0.0,0.9883660806618407,RISK_RANK
19519,2026-02-28 14:16:30+00:00,C2149,C7098,TRANSFER,427.9597772680238,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.18728854237234158,0.0,0.9881075491209927,RISK_RANK
17938,2026-02-23 17:31:35+00:00,C6149,C5141,TRANSFER,50.359951151403436,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.1815809541816438,0.0,0.9878490175801448,RISK_RANK
18208,2026-02-24 15:30:03+00:00,C7201,C1603,TRANSFER,123.34018248076868,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.17559858643226606,0.0,0.9875904860392968,RISK_RANK
18693,2026-02-26 01:30:42+00:00,C8590,C6985,CASH_OUT,442.02768575526727,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.17440664004906792,0.0,0.9873319544984488,RISK_RANK
17963,2026-02-23 19:16:02+00:00,C12423,C965,TRANSFER,122.93525723733933,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.17027453093296235,0.0,0.9870734229576008,RISK_RANK
16530,2026-02-19 06:55:00+00:00,C12727,C2599,TRANSFER,57.88865478363973,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.16809728522512707,0.0,0.9868148914167528,RISK_RANK
19023,2026-02-27 02:19:46+00:00,C80,C16,CASH_OUT,535.430071406985,0.0,0.0,0.0,0.0,0.0,1,mule_cashout,0.16444524436780716,0.0,0.9865563598759048,RISK_RANK
17189,2026-02-21 07:15:14+00:00,C1818,C3661,TRANSFER,62.8422259515368,0.0,1.0,0.0,0.0,0.0,0,legitimate,0.16376723507448349,1.0,0.9862978283350569,BEHAVIOURAL_TAIL
17884,2026-02-23 12:03:02+00:00,C7622,C4418,CASH_OUT,518.4560394516827,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.1603301161664027,0.0,0.9860392967942089,RISK_RANK
19765,2026-03-01 08:17:32+00:00,C11052,C8542,CASH_OUT,105.52190662970152,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.15613357334645384,0.0,0.9857807652533609,RISK_RANK
19022,2026-02-27 02:17:26+00:00,C3032,C3924,TRANSFER,164.08116870397077,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.15582530453913873,0.0,0.9855222337125129,RISK_RANK
19767,2026-03-01 08:24:46+00:00,C11076,C8111,CASH_OUT,778.4675324503891,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.14744529972619738,0.0,0.9852637021716649,RISK_RANK
17505,2026-02-22 07:55:17+00:00,C554,C323,TRANSFER,123.28982885379622,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.14646321330461637,0.0,0.9850051706308169,RISK_RANK
19390,2026-02-28 05:05:59+00:00,C151,M1980,TRANSFER,58.562917362903974,0.0,0.0,0.0,0.0,0.0,1,transfer_burst,0.14006753215733744,0.0,0.984746639089969,RISK_RANK
17642,2026-02-22 17:55:24+00:00,C10828,C2981,TRANSFER,400.5661108024957,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.13899999359044804,0.0,0.984488107549121,RISK_RANK
18894,2026-02-26 15:56:43+00:00,C54,C2537,CASH_OUT,841.3666406238813,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.13723012451536018,0.0,0.984229576008273,RISK_RANK
19495,2026-02-28 12:51:27+00:00,C198,C6347,TRANSFER,145.96809093527452,0.0,0.0,0.0,0.0,0.0,1,transfer_burst,0.1371308726034338,0.0,0.983971044467425,RISK_RANK
19541,2026-02-28 16:19:04+00:00,C175,C3440,TRANSFER,183.649638128769,0.0,0.0,0.0,0.0,0.0,1,transfer_burst,0.13525790805303195,0.0,0.983712512926577,RISK_RANK
19372,2026-02-28 04:01:13+00:00,C2002,C6210,TRANSFER,491.6864783092278,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.13456819852336524,0.0,0.983453981385729,RISK_RANK
19415,2026-02-28 06:44:35+00:00,C4655,C1782,TRANSFER,57.07218132126058,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.13390267429644928,0.0,0.983195449844881,RISK_RANK
19259,2026-02-27 19:01:30+00:00,C7939,C3403,TRANSFER,46.348570991372036,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.1260556965127681,0.0,0.9829369183040331,RISK_RANK
18687,2026-02-26 00:48:20+00:00,C9482,C6545,CASH_OUT,88.2184629660992,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.12405917517847301,0.0,0.9826783867631851,RISK_RANK
17449,2026-02-22 02:56:15+00:00,C12542,C4777,CASH_OUT,54.915995802292066,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.12023882355100209,0.0,0.9824198552223371,RISK_RANK
16814,2026-02-20 05:07:51+00:00,C11002,C2431,TRANSFER,92.59392913565561,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.1193470076380918,0.0,0.9821613236814891,RISK_RANK
17647,2026-02-22 18:08:26+00:00,C13658,C8730,TRANSFER,541.7779872409147,0.0,0.0,0.0,0.0,0.0,0,legitimate,0.11735849816165006,0.0,0.9819027921406411,RISK_RANK
18139,2026-02-24 10:12:15+00:00,C11100,C1347,TRANSFER,401.24141483973955,0.0,1.0,0.0,0.0,0.0,0,legitimate,0.11617530891648667,1.0,0.9816442605997932,BEHAVIOURAL_TAIL
